File Name,Area,Perimeter,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Label
0794.jpg,31103.0,741.9655101299286,0.17588302601565703,0.0025856299361103597,0.00031313944140464237,9.806201044832184e-06,9.577647133581885e-11,2.7806998963184763e-07,5.348934733065796e-10,0
0419.jpg,27303.0,672.0142821073532,0.1742418812644196,0.004312705571848992,0.000139517147409335,7.487382997608128e-06,2.4196502759964494e-10,4.910355328063619e-07,3.895226064570807e-12,3
0808.jpg,25266.5,731.3208485841751,0.19106518380912363,0.00704947184928235,0.0002828361230645287,1.622269045639199e-05,9.20262670399959e-10,1.3620603755121161e-06,-6.005515489211423e-10,3
0600.jpg,26553.0,735.64674949646,0.1800557357844222,0.00540334453714383,4.2554341035914176e-05,1.6541871391050908e-06,2.2529832078125094e-12,-7.305356274197554e-09,-1.3694614814797439e-11,3
0455.jpg,24450.0,716.1909058094025,0.21304261018646525,0.0131341003448938,0.0022636708430517076,0.00011674536158292859,2.39695192323562e-08,5.82382871399489e-06,5.502150978933327e-08,3
0718.jpg,25644.0,680.2152905464172,0.17711655716292352,0.0013168793293882302,0.0014237486404445965,1.878689464939273e-05,-3.0717040974825744e-09,-5.749151695658738e-07,7.215422745284809e-11,3
0612.jpg,31103.0,741.9655101299286,0.17588302601565703,0.0025856299361103597,0.00031313944140464237,9.806201044832184e-06,9.577647133581885e-11,2.7806998963184763e-07,5.348934733065796e-10,0
0607.jpg,25818.5,671.0853490829468,0.18075042665860805,0.0026773506282908137,0.0016558157802591604,3.479603874991041e-05,-6.646970038223932e-09,-1.4673887375338326e-06,-5.057368899377807e-09,3
0738.jpg,37588.5,785.5563489198685,0.17468708257271184,0.0027173185591620416,2.024608462485497e-06,8.104244332601998e-09,-3.8854955182726993e-16,5.686659060917439e-11,9.62642955767189e-16,0
0706.jpg,26953.5,701.0020879507065,0.17951528476490017,0.004755075899616752,0.00025342307002928355,1.077038526843055e-05,2.5034427396735197e-10,5.27996191256709e-07,-5.039333807863241e-10,3
0123.jpg,37605.0,786.6274166107178,0.17403549929085993,0.0025078232292966183,1.8403662648531178e-06,3.568145672525831e-08,-1.298189230959568e-16,-1.6331489546374985e-09,9.142652645114886e-15,0
0277.jpg,32578.0,752.9949476718903,0.17320651144618626,0.0021837905538383273,6.516488259390325e-05,1.3622867739384888e-06,-5.222545656921222e-12,-2.283480239332832e-08,1.1724874003116154e-11,0
0580.jpg,36725.0,781.4558436870575,0.175724701764525,0.0031026267326476897,4.1313796512823844e-07,1.1143157795458939e-08,-7.10294924760897e-16,-5.947843875594334e-10,-2.590706752185823e-16,0
0816.jpg,24613.5,766.776692867279,0.1959970222163017,0.005692601881962222,0.0017037501515495112,2.3965057247217653e-05,-4.842495679583861e-09,-1.7272770698154595e-06,1.2374423974079106e-11,3
0838.jpg,31768.5,752.7523070573807,0.18227616451606982,0.004903604513897996,0.0002913161849197792,2.631814763713634e-06,5.8411047625686e-11,1.6495533145267296e-07,4.3572816048629355e-11,0
